replicate,scientist_work,n,p_hat
9222,Doesn't benefit,11,0.22
9223,Doesn't benefit,9,0.18
9224,Doesn't benefit,13,0.26
9225,Doesn't benefit,10,0.2
9226,Doesn't benefit,9,0.18
9227,Doesn't benefit,9,0.18
9228,Doesn't benefit,14,0.28
9229,Doesn't benefit,14,0.28
9230,Doesn't benefit,4,0.08
9231,Doesn't benefit,9,0.18
9232,Doesn't benefit,10,0.2
9233,Doesn't benefit,13,0.26
9234,Doesn't benefit,9,0.18
9235,Doesn't benefit,13,0.26
9236,Doesn't benefit,10,0.2
9237,Doesn't benefit,11,0.22
9238,Doesn't benefit,8,0.16
9239,Doesn't benefit,9,0.18
9240,Doesn't benefit,11,0.22
9241,Doesn't benefit,11,0.22
9242,Doesn't benefit,13,0.26
9243,Doesn't benefit,9,0.18
9244,Doesn't benefit,14,0.28
9245,Doesn't benefit,8,0.16
9246,Doesn't benefit,5,0.1
9247,Doesn't benefit,13,0.26
9248,Doesn't benefit,10,0.2
9249,Doesn't benefit,6,0.12
9250,Doesn't benefit,16,0.32
9251,Doesn't benefit,12,0.24
9252,Doesn't benefit,10,0.2
9253,Doesn't benefit,12,0.24
9254,Doesn't benefit,10,0.2
9255,Doesn't benefit,11,0.22
9256,Doesn't benefit,15,0.3
9257,Doesn't benefit,10,0.2
9258,Doesn't benefit,6,0.12
9259,Doesn't benefit,11,0.22
9260,Doesn't benefit,9,0.18
9261,Doesn't benefit,8,0.16
9262,Doesn't benefit,9,0.18
9263,Doesn't benefit,5,0.1
9264,Doesn't benefit,16,0.32
9265,Doesn't benefit,6,0.12
9266,Doesn't benefit,8,0.16
9267,Doesn't benefit,14,0.28
9268,Doesn't benefit,10,0.2
9269,Doesn't benefit,5,0.1
9270,Doesn't benefit,7,0.14
9271,Doesn't benefit,12,0.24
9272,Doesn't benefit,16,0.32
9273,Doesn't benefit,12,0.24
9274,Doesn't benefit,9,0.18
9275,Doesn't benefit,13,0.26
9276,Doesn't benefit,6,0.12
9277,Doesn't benefit,8,0.16
9278,Doesn't benefit,14,0.28
9279,Doesn't benefit,8,0.16
9280,Doesn't benefit,9,0.18
9281,Doesn't benefit,9,0.18
9282,Doesn't benefit,9,0.18
9283,Doesn't benefit,8,0.16
9284,Doesn't benefit,12,0.24
9285,Doesn't benefit,12,0.24
9286,Doesn't benefit,9,0.18
9287,Doesn't benefit,10,0.2
9288,Doesn't benefit,11,0.22
9289,Doesn't benefit,12,0.24
9290,Doesn't benefit,9,0.18
9291,Doesn't benefit,8,0.16
9292,Doesn't benefit,9,0.18
9293,Doesn't benefit,10,0.2
9294,Doesn't benefit,11,0.22
9295,Doesn't benefit,7,0.14
9296,Doesn't benefit,11,0.22
9297,Doesn't benefit,12,0.24
9298,Doesn't benefit,6,0.12
9299,Doesn't benefit,10,0.2
9300,Doesn't benefit,12,0.24
9301,Doesn't benefit,11,0.22
9302,Doesn't benefit,11,0.22
9303,Doesn't benefit,11,0.22
9304,Doesn't benefit,7,0.14
9305,Doesn't benefit,11,0.22
9306,Doesn't benefit,14,0.28
9307,Doesn't benefit,14,0.28
9308,Doesn't benefit,9,0.18
9309,Doesn't benefit,9,0.18
9310,Doesn't benefit,9,0.18
9311,Doesn't benefit,14,0.28
9312,Doesn't benefit,14,0.28
9313,Doesn't benefit,9,0.18
9314,Doesn't benefit,10,0.2
9315,Doesn't benefit,10,0.2
9316,Doesn't benefit,9,0.18
9317,Doesn't benefit,13,0.26
9318,Doesn't benefit,10,0.2
9319,Doesn't benefit,12,0.24
9320,Doesn't benefit,12,0.24
9321,Doesn't benefit,10,0.2
9322,Doesn't benefit,9,0.18
9323,Doesn't benefit,5,0.1
9324,Doesn't benefit,12,0.24
9325,Doesn't benefit,9,0.18
9326,Doesn't benefit,6,0.12
9327,Doesn't benefit,9,0.18
9328,Doesn't benefit,11,0.22
9329,Doesn't benefit,6,0.12
9330,Doesn't benefit,5,0.1
9331,Doesn't benefit,14,0.28
9332,Doesn't benefit,13,0.26
9333,Doesn't benefit,9,0.18
9334,Doesn't benefit,7,0.14
9335,Doesn't benefit,11,0.22
9336,Doesn't benefit,10,0.2
9337,Doesn't benefit,9,0.18
9338,Doesn't benefit,14,0.28
9339,Doesn't benefit,9,0.18
9340,Doesn't benefit,6,0.12
9341,Doesn't benefit,10,0.2
9342,Doesn't benefit,7,0.14
9343,Doesn't benefit,7,0.14
9344,Doesn't benefit,7,0.14
9345,Doesn't benefit,6,0.12
9346,Doesn't benefit,9,0.18
9347,Doesn't benefit,12,0.24
9348,Doesn't benefit,12,0.24
9349,Doesn't benefit,11,0.22
9350,Doesn't benefit,14,0.28
9351,Doesn't benefit,9,0.18
9352,Doesn't benefit,13,0.26
9353,Doesn't benefit,9,0.18
9354,Doesn't benefit,9,0.18
9355,Doesn't benefit,12,0.24
9356,Doesn't benefit,8,0.16
9357,Doesn't benefit,7,0.14
9358,Doesn't benefit,10,0.2
9359,Doesn't benefit,10,0.2
9360,Doesn't benefit,5,0.1
9361,Doesn't benefit,12,0.24
9362,Doesn't benefit,9,0.18
9363,Doesn't benefit,9,0.18
9364,Doesn't benefit,7,0.14
9365,Doesn't benefit,8,0.16
9366,Doesn't benefit,14,0.28
9367,Doesn't benefit,9,0.18
9368,Doesn't benefit,10,0.2
9369,Doesn't benefit,12,0.24
9370,Doesn't benefit,11,0.22
9371,Doesn't benefit,13,0.26
9372,Doesn't benefit,9,0.18
9373,Doesn't benefit,9,0.18
9374,Doesn't benefit,14,0.28
9375,Doesn't benefit,10,0.2
9376,Doesn't benefit,12,0.24
9377,Doesn't benefit,8,0.16
9378,Doesn't benefit,6,0.12
9379,Doesn't benefit,6,0.12
9380,Doesn't benefit,9,0.18
9381,Doesn't benefit,9,0.18
9382,Doesn't benefit,10,0.2
9383,Doesn't benefit,13,0.26
9384,Doesn't benefit,12,0.24
9385,Doesn't benefit,7,0.14
9386,Doesn't benefit,11,0.22
9387,Doesn't benefit,8,0.16
9388,Doesn't benefit,15,0.3
9389,Doesn't benefit,15,0.3
9390,Doesn't benefit,9,0.18
9391,Doesn't benefit,11,0.22
9392,Doesn't benefit,11,0.22
9393,Doesn't benefit,8,0.16
9394,Doesn't benefit,9,0.18
9395,Doesn't benefit,9,0.18
9396,Doesn't benefit,10,0.2
9397,Doesn't benefit,12,0.24
9398,Doesn't benefit,8,0.16
9399,Doesn't benefit,6,0.12
9400,Doesn't benefit,11,0.22
9401,Doesn't benefit,9,0.18
9402,Doesn't benefit,14,0.28
9403,Doesn't benefit,8,0.16
9404,Doesn't benefit,9,0.18
9405,Doesn't benefit,16,0.32
9406,Doesn't benefit,12,0.24
9407,Doesn't benefit,6,0.12
9408,Doesn't benefit,15,0.3
9409,Doesn't benefit,14,0.28
9410,Doesn't benefit,8,0.16
9411,Doesn't benefit,11,0.22
9412,Doesn't benefit,9,0.18
9413,Doesn't benefit,8,0.16
9414,Doesn't benefit,13,0.26
9415,Doesn't benefit,8,0.16
9416,Doesn't benefit,9,0.18
9417,Doesn't benefit,10,0.2
9418,Doesn't benefit,7,0.14
9419,Doesn't benefit,14,0.28
9420,Doesn't benefit,12,0.24
9421,Doesn't benefit,15,0.3
9422,Doesn't benefit,9,0.18
9423,Doesn't benefit,10,0.2
9424,Doesn't benefit,9,0.18
9425,Doesn't benefit,14,0.28
9426,Doesn't benefit,12,0.24
9427,Doesn't benefit,13,0.26
9428,Doesn't benefit,14,0.28
9429,Doesn't benefit,8,0.16
9430,Doesn't benefit,14,0.28
9431,Doesn't benefit,14,0.28
9432,Doesn't benefit,8,0.16
9433,Doesn't benefit,10,0.2
9434,Doesn't benefit,10,0.2
9435,Doesn't benefit,7,0.14
9436,Doesn't benefit,6,0.12
9437,Doesn't benefit,13,0.26
9438,Doesn't benefit,7,0.14
9439,Doesn't benefit,12,0.24
9440,Doesn't benefit,9,0.18
9441,Doesn't benefit,3,0.06
9442,Doesn't benefit,10,0.2
9443,Doesn't benefit,15,0.3
9444,Doesn't benefit,13,0.26
9445,Doesn't benefit,11,0.22
9446,Doesn't benefit,9,0.18
9447,Doesn't benefit,13,0.26
9448,Doesn't benefit,10,0.2
9449,Doesn't benefit,9,0.18
9450,Doesn't benefit,9,0.18
9451,Doesn't benefit,16,0.32
9452,Doesn't benefit,8,0.16
9453,Doesn't benefit,10,0.2
9454,Doesn't benefit,10,0.2
9455,Doesn't benefit,12,0.24
9456,Doesn't benefit,7,0.14
9457,Doesn't benefit,8,0.16
9458,Doesn't benefit,13,0.26
9459,Doesn't benefit,6,0.12
9460,Doesn't benefit,9,0.18
9461,Doesn't benefit,11,0.22
9462,Doesn't benefit,11,0.22
9463,Doesn't benefit,16,0.32
9464,Doesn't benefit,8,0.16
9465,Doesn't benefit,14,0.28
9466,Doesn't benefit,10,0.2
9467,Doesn't benefit,9,0.18
9468,Doesn't benefit,5,0.1
9469,Doesn't benefit,10,0.2
9470,Doesn't benefit,14,0.28
9471,Doesn't benefit,8,0.16
9472,Doesn't benefit,11,0.22
9473,Doesn't benefit,12,0.24
9474,Doesn't benefit,5,0.1
9475,Doesn't benefit,9,0.18
9476,Doesn't benefit,9,0.18
9477,Doesn't benefit,4,0.08
9478,Doesn't benefit,7,0.14
9479,Doesn't benefit,9,0.18
9480,Doesn't benefit,8,0.16
9481,Doesn't benefit,9,0.18
9482,Doesn't benefit,10,0.2
9483,Doesn't benefit,11,0.22
9484,Doesn't benefit,14,0.28
9485,Doesn't benefit,12,0.24
9486,Doesn't benefit,9,0.18
9487,Doesn't benefit,8,0.16
9488,Doesn't benefit,13,0.26
9489,Doesn't benefit,10,0.2
9490,Doesn't benefit,6,0.12
9491,Doesn't benefit,14,0.28
9492,Doesn't benefit,10,0.2
9493,Doesn't benefit,8,0.16
9494,Doesn't benefit,8,0.16
9495,Doesn't benefit,10,0.2
9496,Doesn't benefit,9,0.18
9497,Doesn't benefit,12,0.24
9498,Doesn't benefit,9,0.18
9499,Doesn't benefit,9,0.18
9500,Doesn't benefit,10,0.2
9501,Doesn't benefit,9,0.18
9502,Doesn't benefit,7,0.14
9503,Doesn't benefit,13,0.26
9504,Doesn't benefit,11,0.22
9505,Doesn't benefit,14,0.28
9506,Doesn't benefit,6,0.12
9507,Doesn't benefit,8,0.16
9508,Doesn't benefit,13,0.26
9509,Doesn't benefit,14,0.28
9510,Doesn't benefit,7,0.14
9511,Doesn't benefit,10,0.2
9512,Doesn't benefit,14,0.28
9513,Doesn't benefit,7,0.14
9514,Doesn't benefit,11,0.22
9515,Doesn't benefit,6,0.12
9516,Doesn't benefit,9,0.18
9517,Doesn't benefit,8,0.16
9518,Doesn't benefit,11,0.22
9519,Doesn't benefit,11,0.22
9520,Doesn't benefit,6,0.12
9521,Doesn't benefit,5,0.1
9522,Doesn't benefit,9,0.18
9523,Doesn't benefit,8,0.16
9524,Doesn't benefit,10,0.2
9525,Doesn't benefit,11,0.22
9526,Doesn't benefit,14,0.28
9527,Doesn't benefit,10,0.2
9528,Doesn't benefit,9,0.18
9529,Doesn't benefit,12,0.24
9530,Doesn't benefit,7,0.14
9531,Doesn't benefit,12,0.24
9532,Doesn't benefit,11,0.22
9533,Doesn't benefit,12,0.24
9534,Doesn't benefit,10,0.2
9535,Doesn't benefit,4,0.08
9536,Doesn't benefit,11,0.22
9537,Doesn't benefit,9,0.18
9538,Doesn't benefit,11,0.22
9539,Doesn't benefit,12,0.24
9540,Doesn't benefit,8,0.16
9541,Doesn't benefit,13,0.26
9542,Doesn't benefit,11,0.22
9543,Doesn't benefit,14,0.28
9544,Doesn't benefit,7,0.14
9545,Doesn't benefit,15,0.3
9546,Doesn't benefit,10,0.2
9547,Doesn't benefit,7,0.14
9548,Doesn't benefit,12,0.24
9549,Doesn't benefit,8,0.16
9550,Doesn't benefit,11,0.22
9551,Doesn't benefit,11,0.22
9552,Doesn't benefit,13,0.26
9553,Doesn't benefit,7,0.14
9554,Doesn't benefit,10,0.2
9555,Doesn't benefit,9,0.18
9556,Doesn't benefit,10,0.2
9557,Doesn't benefit,13,0.26
9558,Doesn't benefit,6,0.12
9559,Doesn't benefit,11,0.22
9560,Doesn't benefit,9,0.18
9561,Doesn't benefit,12,0.24
9562,Doesn't benefit,13,0.26
9563,Doesn't benefit,10,0.2
9564,Doesn't benefit,11,0.22
9565,Doesn't benefit,9,0.18
9566,Doesn't benefit,6,0.12
9567,Doesn't benefit,12,0.24
9568,Doesn't benefit,10,0.2
9569,Doesn't benefit,6,0.12
9570,Doesn't benefit,10,0.2
9571,Doesn't benefit,7,0.14
9572,Doesn't benefit,9,0.18
9573,Doesn't benefit,12,0.24
9574,Doesn't benefit,7,0.14
9575,Doesn't benefit,11,0.22
9576,Doesn't benefit,6,0.12
9577,Doesn't benefit,14,0.28
9578,Doesn't benefit,10,0.2
9579,Doesn't benefit,12,0.24
9580,Doesn't benefit,12,0.24
9581,Doesn't benefit,11,0.22
9582,Doesn't benefit,8,0.16
9583,Doesn't benefit,9,0.18
9584,Doesn't benefit,15,0.3
9585,Doesn't benefit,7,0.14
9586,Doesn't benefit,5,0.1
9587,Doesn't benefit,11,0.22
9588,Doesn't benefit,6,0.12
9589,Doesn't benefit,6,0.12
9590,Doesn't benefit,9,0.18
9591,Doesn't benefit,11,0.22
9592,Doesn't benefit,12,0.24
9593,Doesn't benefit,11,0.22
9594,Doesn't benefit,12,0.24
9595,Doesn't benefit,7,0.14
9596,Doesn't benefit,11,0.22
9597,Doesn't benefit,14,0.28
9598,Doesn't benefit,13,0.26
9599,Doesn't benefit,10,0.2
9600,Doesn't benefit,12,0.24
9601,Doesn't benefit,6,0.12
9602,Doesn't benefit,10,0.2
9603,Doesn't benefit,15,0.3
9604,Doesn't benefit,4,0.08
9605,Doesn't benefit,10,0.2
9606,Doesn't benefit,11,0.22
9607,Doesn't benefit,10,0.2
9608,Doesn't benefit,9,0.18
9609,Doesn't benefit,14,0.28
9610,Doesn't benefit,9,0.18
9611,Doesn't benefit,8,0.16
9612,Doesn't benefit,6,0.12
9613,Doesn't benefit,8,0.16
9614,Doesn't benefit,11,0.22
9615,Doesn't benefit,8,0.16
9616,Doesn't benefit,9,0.18
9617,Doesn't benefit,5,0.1
9618,Doesn't benefit,8,0.16
9619,Doesn't benefit,5,0.1
9620,Doesn't benefit,5,0.1
9621,Doesn't benefit,13,0.26
9622,Doesn't benefit,10,0.2
9623,Doesn't benefit,9,0.18
9624,Doesn't benefit,11,0.22
9625,Doesn't benefit,8,0.16
9626,Doesn't benefit,10,0.2
9627,Doesn't benefit,8,0.16
9628,Doesn't benefit,11,0.22
9629,Doesn't benefit,11,0.22
9630,Doesn't benefit,10,0.2
9631,Doesn't benefit,7,0.14
9632,Doesn't benefit,14,0.28
9633,Doesn't benefit,14,0.28
9634,Doesn't benefit,11,0.22
9635,Doesn't benefit,12,0.24
9636,Doesn't benefit,14,0.28
9637,Doesn't benefit,8,0.16
9638,Doesn't benefit,7,0.14
9639,Doesn't benefit,11,0.22
9640,Doesn't benefit,15,0.3
9641,Doesn't benefit,14,0.28
9642,Doesn't benefit,10,0.2
9643,Doesn't benefit,11,0.22
9644,Doesn't benefit,14,0.28
9645,Doesn't benefit,11,0.22
9646,Doesn't benefit,7,0.14
9647,Doesn't benefit,9,0.18
9648,Doesn't benefit,18,0.36
9649,Doesn't benefit,15,0.3
9650,Doesn't benefit,5,0.1
9651,Doesn't benefit,9,0.18
9652,Doesn't benefit,14,0.28
9653,Doesn't benefit,14,0.28
9654,Doesn't benefit,10,0.2
9655,Doesn't benefit,13,0.26
9656,Doesn't benefit,15,0.3
9657,Doesn't benefit,9,0.18
9658,Doesn't benefit,11,0.22
9659,Doesn't benefit,14,0.28
9660,Doesn't benefit,9,0.18
9661,Doesn't benefit,10,0.2
9662,Doesn't benefit,9,0.18
9663,Doesn't benefit,4,0.08
9664,Doesn't benefit,7,0.14
9665,Doesn't benefit,11,0.22
9666,Doesn't benefit,9,0.18
9667,Doesn't benefit,8,0.16
9668,Doesn't benefit,8,0.16
9669,Doesn't benefit,6,0.12
9670,Doesn't benefit,12,0.24
9671,Doesn't benefit,8,0.16
9672,Doesn't benefit,8,0.16
9673,Doesn't benefit,6,0.12
9674,Doesn't benefit,13,0.26
9675,Doesn't benefit,8,0.16
9676,Doesn't benefit,8,0.16
9677,Doesn't benefit,6,0.12
9678,Doesn't benefit,9,0.18
9679,Doesn't benefit,12,0.24
9680,Doesn't benefit,14,0.28
9681,Doesn't benefit,11,0.22
9682,Doesn't benefit,14,0.28
9683,Doesn't benefit,6,0.12
9684,Doesn't benefit,13,0.26
9685,Doesn't benefit,9,0.18
9686,Doesn't benefit,8,0.16
9687,Doesn't benefit,10,0.2
9688,Doesn't benefit,7,0.14
9689,Doesn't benefit,8,0.16
9690,Doesn't benefit,9,0.18
9691,Doesn't benefit,10,0.2
9692,Doesn't benefit,12,0.24
9693,Doesn't benefit,8,0.16
9694,Doesn't benefit,13,0.26
9695,Doesn't benefit,13,0.26
9696,Doesn't benefit,10,0.2
9697,Doesn't benefit,11,0.22
9698,Doesn't benefit,7,0.14
9699,Doesn't benefit,8,0.16
9700,Doesn't benefit,13,0.26
9701,Doesn't benefit,8,0.16
9702,Doesn't benefit,4,0.08
9703,Doesn't benefit,9,0.18
9704,Doesn't benefit,16,0.32
9705,Doesn't benefit,13,0.26
9706,Doesn't benefit,10,0.2
9707,Doesn't benefit,6,0.12
9708,Doesn't benefit,13,0.26
9709,Doesn't benefit,9,0.18
9710,Doesn't benefit,10,0.2
9711,Doesn't benefit,13,0.26
9712,Doesn't benefit,8,0.16
9713,Doesn't benefit,11,0.22
9714,Doesn't benefit,9,0.18
9715,Doesn't benefit,15,0.3
9716,Doesn't benefit,9,0.18
9717,Doesn't benefit,11,0.22
9718,Doesn't benefit,17,0.34
9719,Doesn't benefit,5,0.1
9720,Doesn't benefit,10,0.2
9721,Doesn't benefit,17,0.34
9722,Doesn't benefit,9,0.18
9723,Doesn't benefit,16,0.32
9724,Doesn't benefit,11,0.22
9725,Doesn't benefit,7,0.14
9726,Doesn't benefit,11,0.22
9727,Doesn't benefit,13,0.26
9728,Doesn't benefit,13,0.26
9729,Doesn't benefit,10,0.2
9730,Doesn't benefit,13,0.26
9731,Doesn't benefit,12,0.24
9732,Doesn't benefit,12,0.24
9733,Doesn't benefit,9,0.18
9734,Doesn't benefit,7,0.14
9735,Doesn't benefit,15,0.3
9736,Doesn't benefit,8,0.16
9737,Doesn't benefit,7,0.14
9738,Doesn't benefit,8,0.16
9739,Doesn't benefit,10,0.2
9740,Doesn't benefit,6,0.12
9741,Doesn't benefit,9,0.18
9742,Doesn't benefit,10,0.2
9743,Doesn't benefit,11,0.22
9744,Doesn't benefit,9,0.18
9745,Doesn't benefit,9,0.18
9746,Doesn't benefit,7,0.14
9747,Doesn't benefit,11,0.22
9748,Doesn't benefit,16,0.32
9749,Doesn't benefit,6,0.12
9750,Doesn't benefit,5,0.1
9751,Doesn't benefit,10,0.2
9752,Doesn't benefit,8,0.16
9753,Doesn't benefit,14,0.28
9754,Doesn't benefit,16,0.32
9755,Doesn't benefit,8,0.16
9756,Doesn't benefit,11,0.22
9757,Doesn't benefit,7,0.14
9758,Doesn't benefit,10,0.2
9759,Doesn't benefit,14,0.28
9760,Doesn't benefit,12,0.24
9761,Doesn't benefit,9,0.18
9762,Doesn't benefit,12,0.24
9763,Doesn't benefit,12,0.24
9764,Doesn't benefit,14,0.28
9765,Doesn't benefit,10,0.2
9766,Doesn't benefit,10,0.2
9767,Doesn't benefit,9,0.18
9768,Doesn't benefit,13,0.26
9769,Doesn't benefit,8,0.16
9770,Doesn't benefit,8,0.16
9771,Doesn't benefit,11,0.22
9772,Doesn't benefit,6,0.12
9773,Doesn't benefit,3,0.06
9774,Doesn't benefit,9,0.18
9775,Doesn't benefit,11,0.22
9776,Doesn't benefit,9,0.18
9777,Doesn't benefit,13,0.26
9778,Doesn't benefit,10,0.2
9779,Doesn't benefit,17,0.34
9780,Doesn't benefit,8,0.16
9781,Doesn't benefit,6,0.12
9782,Doesn't benefit,9,0.18
9783,Doesn't benefit,13,0.26
9784,Doesn't benefit,13,0.26
9785,Doesn't benefit,9,0.18
9786,Doesn't benefit,7,0.14
9787,Doesn't benefit,8,0.16
9788,Doesn't benefit,6,0.12
9789,Doesn't benefit,10,0.2
9790,Doesn't benefit,7,0.14
9791,Doesn't benefit,11,0.22
9792,Doesn't benefit,13,0.26
9793,Doesn't benefit,11,0.22
9794,Doesn't benefit,6,0.12
9795,Doesn't benefit,10,0.2
9796,Doesn't benefit,7,0.14
9797,Doesn't benefit,10,0.2
9798,Doesn't benefit,9,0.18
9799,Doesn't benefit,11,0.22
9800,Doesn't benefit,5,0.1
9801,Doesn't benefit,10,0.2
9802,Doesn't benefit,16,0.32
9803,Doesn't benefit,11,0.22
9804,Doesn't benefit,5,0.1
9805,Doesn't benefit,14,0.28
9806,Doesn't benefit,10,0.2
9807,Doesn't benefit,12,0.24
9808,Doesn't benefit,10,0.2
9809,Doesn't benefit,14,0.28
9810,Doesn't benefit,14,0.28
9811,Doesn't benefit,5,0.1
9812,Doesn't benefit,7,0.14
9813,Doesn't benefit,12,0.24
9814,Doesn't benefit,11,0.22
9815,Doesn't benefit,16,0.32
9816,Doesn't benefit,8,0.16
9817,Doesn't benefit,11,0.22
9818,Doesn't benefit,5,0.1
9819,Doesn't benefit,5,0.1
9820,Doesn't benefit,10,0.2
9821,Doesn't benefit,13,0.26
9822,Doesn't benefit,8,0.16
9823,Doesn't benefit,6,0.12
9824,Doesn't benefit,11,0.22
9825,Doesn't benefit,11,0.22
9826,Doesn't benefit,12,0.24
9827,Doesn't benefit,13,0.26
9828,Doesn't benefit,8,0.16
9829,Doesn't benefit,12,0.24
9830,Doesn't benefit,9,0.18
9831,Doesn't benefit,6,0.12
9832,Doesn't benefit,16,0.32
9833,Doesn't benefit,11,0.22
9834,Doesn't benefit,10,0.2
9835,Doesn't benefit,11,0.22
9836,Doesn't benefit,12,0.24
9837,Doesn't benefit,10,0.2
9838,Doesn't benefit,4,0.08
9839,Doesn't benefit,12,0.24
9840,Doesn't benefit,7,0.14
9841,Doesn't benefit,14,0.28
9842,Doesn't benefit,4,0.08
9843,Doesn't benefit,12,0.24
9844,Doesn't benefit,15,0.3
9845,Doesn't benefit,8,0.16
9846,Doesn't benefit,13,0.26
9847,Doesn't benefit,8,0.16
9848,Doesn't benefit,11,0.22
9849,Doesn't benefit,11,0.22
9850,Doesn't benefit,11,0.22
9851,Doesn't benefit,9,0.18
9852,Doesn't benefit,9,0.18
9853,Doesn't benefit,7,0.14
9854,Doesn't benefit,6,0.12
9855,Doesn't benefit,13,0.26
9856,Doesn't benefit,6,0.12
9857,Doesn't benefit,10,0.2
9858,Doesn't benefit,10,0.2
9859,Doesn't benefit,12,0.24
9860,Doesn't benefit,14,0.28
9861,Doesn't benefit,12,0.24
9862,Doesn't benefit,9,0.18
9863,Doesn't benefit,6,0.12
9864,Doesn't benefit,9,0.18
9865,Doesn't benefit,13,0.26
9866,Doesn't benefit,9,0.18
9867,Doesn't benefit,9,0.18
9868,Doesn't benefit,12,0.24
9869,Doesn't benefit,13,0.26
9870,Doesn't benefit,5,0.1
9871,Doesn't benefit,8,0.16
9872,Doesn't benefit,13,0.26
9873,Doesn't benefit,9,0.18
9874,Doesn't benefit,5,0.1
9875,Doesn't benefit,10,0.2
9876,Doesn't benefit,13,0.26
9877,Doesn't benefit,8,0.16
9878,Doesn't benefit,9,0.18
9879,Doesn't benefit,5,0.1
9880,Doesn't benefit,4,0.08
9881,Doesn't benefit,13,0.26
9882,Doesn't benefit,14,0.28
9883,Doesn't benefit,10,0.2
9884,Doesn't benefit,14,0.28
9885,Doesn't benefit,10,0.2
9886,Doesn't benefit,7,0.14
9887,Doesn't benefit,9,0.18
9888,Doesn't benefit,10,0.2
9889,Doesn't benefit,6,0.12
9890,Doesn't benefit,6,0.12
9891,Doesn't benefit,11,0.22
9892,Doesn't benefit,14,0.28
9893,Doesn't benefit,8,0.16
9894,Doesn't benefit,15,0.3
9895,Doesn't benefit,9,0.18
9896,Doesn't benefit,8,0.16
9897,Doesn't benefit,12,0.24
9898,Doesn't benefit,12,0.24
9899,Doesn't benefit,8,0.16
9900,Doesn't benefit,12,0.24
9901,Doesn't benefit,7,0.14
9902,Doesn't benefit,9,0.18
9903,Doesn't benefit,13,0.26
9904,Doesn't benefit,12,0.24
9905,Doesn't benefit,11,0.22
9906,Doesn't benefit,9,0.18
9907,Doesn't benefit,9,0.18
9908,Doesn't benefit,11,0.22
9909,Doesn't benefit,9,0.18
9910,Doesn't benefit,12,0.24
9911,Doesn't benefit,9,0.18
9912,Doesn't benefit,16,0.32
9913,Doesn't benefit,14,0.28
9914,Doesn't benefit,8,0.16
9915,Doesn't benefit,11,0.22
9916,Doesn't benefit,12,0.24
9917,Doesn't benefit,10,0.2
9918,Doesn't benefit,6,0.12
9919,Doesn't benefit,11,0.22
9920,Doesn't benefit,8,0.16
9921,Doesn't benefit,14,0.28
9922,Doesn't benefit,12,0.24
9923,Doesn't benefit,14,0.28
9924,Doesn't benefit,10,0.2
9925,Doesn't benefit,12,0.24
9926,Doesn't benefit,9,0.18
9927,Doesn't benefit,14,0.28
9928,Doesn't benefit,9,0.18
9929,Doesn't benefit,5,0.1
9930,Doesn't benefit,13,0.26
9931,Doesn't benefit,7,0.14
9932,Doesn't benefit,9,0.18
9933,Doesn't benefit,7,0.14
9934,Doesn't benefit,17,0.34
9935,Doesn't benefit,7,0.14
9936,Doesn't benefit,14,0.28
9937,Doesn't benefit,11,0.22
9938,Doesn't benefit,11,0.22
9939,Doesn't benefit,12,0.24
9940,Doesn't benefit,7,0.14
9941,Doesn't benefit,10,0.2
9942,Doesn't benefit,13,0.26
9943,Doesn't benefit,8,0.16
9944,Doesn't benefit,10,0.2
9945,Doesn't benefit,9,0.18
9946,Doesn't benefit,15,0.3
9947,Doesn't benefit,7,0.14
9948,Doesn't benefit,6,0.12
9949,Doesn't benefit,2,0.04
9950,Doesn't benefit,10,0.2
9951,Doesn't benefit,11,0.22
9952,Doesn't benefit,15,0.3
9953,Doesn't benefit,8,0.16
9954,Doesn't benefit,8,0.16
9955,Doesn't benefit,8,0.16
9956,Doesn't benefit,12,0.24
9957,Doesn't benefit,11,0.22
9958,Doesn't benefit,4,0.08
9959,Doesn't benefit,10,0.2
9960,Doesn't benefit,10,0.2
9961,Doesn't benefit,7,0.14
9962,Doesn't benefit,10,0.2
9963,Doesn't benefit,8,0.16
9964,Doesn't benefit,7,0.14
9965,Doesn't benefit,14,0.28
9966,Doesn't benefit,7,0.14
9967,Doesn't benefit,10,0.2
9968,Doesn't benefit,10,0.2
9969,Doesn't benefit,5,0.1
9970,Doesn't benefit,13,0.26
9971,Doesn't benefit,12,0.24
9972,Doesn't benefit,14,0.28
9973,Doesn't benefit,10,0.2
9974,Doesn't benefit,9,0.18
9975,Doesn't benefit,3,0.06
9976,Doesn't benefit,2,0.04
9977,Doesn't benefit,10,0.2
9978,Doesn't benefit,12,0.24
9979,Doesn't benefit,12,0.24
